Category,City,Country,Customer Name,Market,Customer ID,Order Date,Year (OrderDate),Order ID,Order Priority,Product ID,Product Name,Region,Row ID,Segment,Ship Date,Ship Mode,State,Sub-Category,Discount,Profit,Quantity,Sales,Shipping Cost,Order Date - Copy,Modulo,Target Sales,Poor,Satisfactory,Good,Sales w/o decimal
Office Supplies,Atlanta,United States,Eric Sanford,USCA,SZ-49966,"Saturday, October 28, 2023",2023,UN-2023-916977,Medium,OFF-ST-842933,Five former current.,South,18858,Corporate,"Sunday, October 29, 2023",Second Class,Georgia,Storage,0.07,548.0048,2,1469.7986,146.98,2023-10-28,0,2017.8034000000002,2017.8034000000002,2017.8034000000002,2017.8034000000002,1469
Office Supplies,Houston,United States,William Carr,USCA,VK-71590,"Monday, May 22, 2023",2023,UN-2023-171682,Low,OFF-AP-725184,Free poor his five international.,Central,34689,Corporate,"Sunday, May 28, 2023",Second Class,Texas,Appliances,0.26,-95.496,7,664.757,66.48,2023-05-22,0,569.261,569.261,569.261,569.261,664
Furniture,Los Angeles,United States,Heather Lewis,USCA,BK-85603,"Wednesday, July 10, 2024",2024,UN-2024-104595,Low,FUR-CH-540024,Group real.,West,22038,Home Office,"Friday, July 19, 2024",Second Class,California,Chairs,0.08,73.037,10,220.4896,22.05,2024-07-10,0,293.52660000000003,293.52660000000003,293.52660000000003,293.52660000000003,220
Office Supplies,São Paulo,Brazil,Michael Jimenez,LATAM,NR-45160,"Friday, March 04, 2022",2022,BR-2022-915487,Critical,OFF-ST-434285,Senior mind dinner read.,South,44604,Consumer,"Wednesday, March 09, 2022",Same Day,São Paulo,Storage,0.39,577.3305,1,1191.371,119.14,2022-03-04,0,1768.7015000000001,1768.7015000000001,1768.7015000000001,1768.7015000000001,1191
Office Supplies,Pittsburgh,United States,Sabrina Newton,USCA,LM-98459,"Sunday, April 17, 2022",2022,UN-2022-923771,Low,OFF-BI-434801,Anything arrive spring.,East,40343,Home Office,"Sunday, April 24, 2022",Same Day,Pennsylvania,Binders,0.08,378.4501,6,978.0491,97.8,2022-04-17,0,1356.4992,1356.4992,1356.4992,1356.4992,978
Office Supplies,Tokyo,Japan,Tonya Haas,APAC,MY-56227,"Sunday, August 28, 2022",2022,JA-2022-982685,Low,OFF-AR-477818,Ok involve remain line save.,North Asia,12635,Corporate,"Monday, September 05, 2022",Standard Class,Tokyo,Art,0.22,172.4751,4,497.2758,49.73,2022-08-28,0,669.7509,669.7509,669.7509,669.7509,497
Technology,Yokohama,Japan,Nicholas Young,APAC,BI-86666,"Wednesday, September 06, 2023",2023,JA-2023-446711,Medium,TEC-AC-186587,Early evening.,North Asia,37465,Corporate,"Tuesday, September 12, 2023",Same Day,Kanagawa,Accessories,0.38,-10.2212,8,424.4056,42.44,2023-09-06,0,414.1844,414.1844,414.1844,414.1844,424
Technology,Beijing,China,Steven Dixon,APAC,LA-43502,"Thursday, February 22, 2024",2024,CH-2024-919538,Critical,TEC-AC-368871,Certain citizen state.,North Asia,25614,Home Office,"Saturday, March 02, 2024",First Class,Beijing,Accessories,0.06,608.134,8,1433.8741,143.39,2024-02-22,0,2042.0081,2042.0081,2042.0081,2042.0081,1433
Office Supplies,Tokyo,Japan,Sarah Fox,APAC,PZ-34280,"Saturday, August 27, 2022",2022,JA-2022-849199,High,OFF-AP-837342,About project of mind choose.,North Asia,12154,Home Office,"Monday, August 29, 2022",First Class,Tokyo,Appliances,0.4,315.0735,3,676.9806,67.7,2022-08-27,0,992.0541000000001,992.0541000000001,992.0541000000001,992.0541000000001,676
Office Supplies,Marseille,France,Shawna Carter,EU,LA-26932,"Saturday, February 26, 2022",2022,FR-2022-926100,Medium,OFF-ST-152110,Simple he.,West,14097,Consumer,"Tuesday, March 08, 2022",Standard Class,Provence-Alpes-Côte d'Azur,Storage,0.01,122.826,5,316.0739,31.61,2022-02-26,0,438.8999,438.8999,438.8999,438.8999,316
Office Supplies,Melbourne,Australia,Kayla Browning,APAC,KP-12013,"Wednesday, August 10, 2022",2022,AU-2022-190439,Medium,OFF-AP-987404,Protect mission fall.,Oceania,22259,Consumer,"Sunday, August 14, 2022",Second Class,Victoria,Appliances,0.28,32.3163,1,269.506,26.95,2022-08-10,0,301.8223,301.8223,301.8223,301.8223,269
Furniture,Manchester,United Kingdom,Laura White,EU,HW-94576,"Tuesday, March 22, 2022",2022,UN-2022-361094,Low,FUR-CH-964730,Exactly must.,North,31487,Corporate,"Tuesday, March 29, 2022",First Class,England,Chairs,0.36,-37.1413,4,286.7156,28.67,2022-03-22,0,249.5743,249.5743,249.5743,249.5743,286
Technology,Seattle,United States,Kevin Smith,USCA,KY-99055,"Thursday, October 03, 2024",2024,UN-2024-950380,High,TEC-MA-155798,Coach sing piece.,West,45568,Home Office,"Sunday, October 13, 2024",First Class,Washington,Machines,0.38,2.9724,6,29.2231,2.92,2024-10-03,0,32.195499999999996,32.195499999999996,32.195499999999996,32.195499999999996,29
Office Supplies,Spokane,United States,Daniel Cabrera,USCA,NC-35918,"Wednesday, March 01, 2023",2023,UN-2023-379292,Critical,OFF-AP-960595,Wonder player five head.,West,48776,Consumer,"Friday, March 03, 2023",Second Class,Washington,Appliances,0.36,514.1577,10,1102.5489,110.25,2023-03-01,0,1616.7066,1616.7066,1616.7066,1616.7066,1102
Office Supplies,Melbourne,Australia,Cristina Garner,APAC,PU-84679,"Thursday, July 20, 2023",2023,AU-2023-110257,Medium,OFF-BI-796217,Adult stay bed.,Oceania,47096,Corporate,"Tuesday, July 25, 2023",Same Day,Victoria,Binders,0.22,-66.1602,5,188.7111,18.87,2023-07-20,0,122.55089999999998,122.55089999999998,122.55089999999998,122.55089999999998,188
Furniture,Manchester,United Kingdom,Clayton Evans,EU,EB-10630,"Saturday, August 03, 2024",2024,UN-2024-408400,Low,FUR-BO-602979,Money sing realize development.,North,15637,Corporate,"Monday, August 12, 2024",First Class,England,Bookcases,0.26,250.1089,5,1461.1871,146.12,2024-08-03,0,1711.296,1711.296,1711.296,1711.296,1461
Office Supplies,Tokyo,Japan,Stephanie Mcneil,APAC,LQ-24087,"Thursday, January 06, 2022",2022,JA-2022-912200,Low,OFF-ST-693597,Affect music want catch.,North Asia,22821,Corporate,"Monday, January 10, 2022",Same Day,Tokyo,Storage,0.4,-322.1496,2,1125.1506,112.52,2022-01-06,0,803.001,803.001,803.001,803.001,1125
Furniture,Paris,France,Andrea Owen,EU,MZ-15240,"Wednesday, February 26, 2025",2025,FR-2025-600568,High,FUR-CH-851391,Behind training open expert.,West,20515,Corporate,"Tuesday, March 04, 2025",Standard Class,Île-de-France,Chairs,0.1,-147.2878,4,361.7325,36.17,2025-02-26,0,214.4447,214.4447,214.4447,214.4447,361
Office Supplies,San Francisco,United States,Erin Robinson,USCA,DB-83167,"Monday, February 13, 2023",2023,UN-2023-778577,Medium,OFF-BI-567063,Establish ago whole attack.,West,43472,Corporate,"Tuesday, February 14, 2023",First Class,California,Binders,0.02,-236.5568,2,1308.7888,130.88,2023-02-13,0,1072.232,1072.232,1072.232,1072.232,1308
Furniture,Bogotá,Colombia,Katherine Jennings,LATAM,WQ-55340,"Wednesday, February 26, 2025",2025,CO-2025-531325,Low,FUR-FU-296945,Understand direction five material detail.,South,26126,Consumer,"Saturday, March 01, 2025",First Class,Bogotá,Furnishings,0.26,-412.7699,1,1080.9555,108.1,2025-02-26,0,668.1856,668.1856,668.1856,668.1856,1080
Office Supplies,Beijing,China,Kimberly Bennett,APAC,VJ-98131,"Thursday, April 14, 2022",2022,CH-2022-664188,Critical,OFF-AR-525706,Somebody top executive.,North Asia,36801,Home Office,"Sunday, April 17, 2022",Standard Class,Beijing,Art,0.3,123.899,10,946.8482,94.68,2022-04-14,0,1070.7472,1070.7472,1070.7472,1070.7472,946
Technology,Bogotá,Colombia,Jamie Meyer,LATAM,PE-93300,"Sunday, August 14, 2022",2022,CO-2022-619172,Critical,TEC-AC-476507,Road provide peace.,South,32242,Corporate,"Tuesday, August 16, 2022",Standard Class,Bogotá,Accessories,0.17,-46.1868,4,854.4411,85.44,2022-08-14,0,808.2543000000001,808.2543000000001,808.2543000000001,808.2543000000001,854
Furniture,Marseille,France,Donald Howard,EU,YJ-66936,"Sunday, September 19, 2021",2021,FR-2021-375860,High,FUR-CH-791043,Cultural serve huge.,West,35132,Home Office,"Monday, September 20, 2021",Standard Class,Provence-Alpes-Côte d'Azur,Chairs,0.18,477.477,10,1477.6353,147.76,2021-09-19,0,1955.1122999999998,1955.1122999999998,1955.1122999999998,1955.1122999999998,1477
Technology,Yokohama,Japan,Jennifer Patton,APAC,UU-27997,"Tuesday, May 20, 2025",2025,JA-2025-353477,Low,TEC-AC-606123,Challenge history wife.,North Asia,31871,Consumer,"Friday, May 23, 2025",Second Class,Kanagawa,Accessories,0.06,-382.7544,7,1090.3867,109.04,2025-05-20,0,707.6323,707.6323,707.6323,707.6323,1090
Technology,Mexico City,Mexico,Courtney Myers,LATAM,JV-35322,"Tuesday, September 26, 2023",2023,ME-2023-248733,Medium,TEC-MA-989830,Most treat.,Central,25283,Corporate,"Thursday, September 28, 2023",Same Day,Mexico City,Machines,0.37,7.017,9,49.0758,4.91,2023-09-26,0,56.092800000000004,56.092800000000004,56.092800000000004,56.092800000000004,49
Furniture,Tokyo,Japan,Derek Wright,APAC,NH-89127,"Tuesday, May 28, 2024",2024,JA-2024-152588,Low,FUR-CH-535958,Culture bill goal strong human.,North Asia,27204,Consumer,"Thursday, May 30, 2024",Same Day,Tokyo,Chairs,0.14,-88.121,3,541.1078,54.11,2024-05-28,0,452.9868,452.9868,452.9868,452.9868,541
Technology,Medellín,Colombia,Kimberly Lam,LATAM,LI-46257,"Saturday, January 21, 2023",2023,CO-2023-566238,Medium,TEC-CO-583374,Administration daughter character long.,South,12436,Home Office,"Saturday, January 28, 2023",Same Day,Antioquia,Copiers,0.01,-30.3414,1,463.0843,46.31,2023-01-21,0,432.74289999999996,432.74289999999996,432.74289999999996,432.74289999999996,463
Furniture,Beijing,China,Michael Robinson,APAC,PT-23696,"Wednesday, December 06, 2023",2023,CH-2023-527145,Medium,FUR-CH-721199,Popular my factor.,North Asia,17850,Corporate,"Thursday, December 14, 2023",Same Day,Beijing,Chairs,0.05,-102.2959,7,297.9094,29.79,2023-12-06,0,195.6135,195.6135,195.6135,195.6135,297
Technology,Medellín,Colombia,Janice Brown,LATAM,UV-16406,"Monday, September 23, 2024",2024,CO-2024-573446,High,TEC-PH-891462,Office party treatment standard entire.,South,40546,Corporate,"Friday, September 27, 2024",Same Day,Antioquia,Phones,0.15,16.8592,9,35.5085,3.55,2024-09-23,0,52.3677,52.3677,52.3677,52.3677,35
Technology,Melbourne,Australia,Morgan Hernandez,APAC,UW-80849,"Monday, July 15, 2024",2024,AU-2024-952780,High,TEC-MA-511140,Quickly art.,Oceania,22921,Consumer,"Tuesday, July 16, 2024",Standard Class,Victoria,Machines,0.33,-7.5464,10,957.3786,95.74,2024-07-15,0,949.8322000000001,949.8322000000001,949.8322000000001,949.8322000000001,957
Office Supplies,Sydney,Australia,Alyssa Davis MD,APAC,LT-12165,"Monday, June 02, 2025",2025,AU-2025-838969,Low,OFF-PA-277601,Talk able.,Oceania,31468,Corporate,"Wednesday, June 11, 2025",Second Class,New South Wales,Paper,0.21,-29.6984,8,351.2274,35.12,2025-06-02,0,321.529,321.529,321.529,321.529,351
Office Supplies,São Paulo,Brazil,Maria Cobb,LATAM,EK-26610,"Tuesday, February 20, 2024",2024,BR-2024-854392,High,OFF-PA-156935,Peace within popular.,South,39486,Home Office,"Saturday, February 24, 2024",First Class,São Paulo,Paper,0.14,-81.5452,9,200.1556,20.02,2024-02-20,0,118.6104,118.6104,118.6104,118.6104,200
Furniture,Houston,United States,Donna Goodman,USCA,MS-61717,"Monday, October 31, 2022",2022,UN-2022-566867,High,FUR-BO-193203,Feeling serve.,Central,32089,Consumer,"Friday, November 04, 2022",First Class,Texas,Bookcases,0.32,13.8106,8,70.2578,7.03,2022-10-31,0,84.0684,84.0684,84.0684,84.0684,70
Furniture,Guadalajara,Mexico,Donna Perez,LATAM,KL-78933,"Sunday, May 29, 2022",2022,ME-2022-285776,Medium,FUR-CH-203328,Wife interest.,Central,13885,Corporate,"Saturday, June 04, 2022",First Class,Jalisco,Chairs,0.16,392.5124,2,843.9349,84.39,2022-05-29,0,1236.4473,1236.4473,1236.4473,1236.4473,843
Office Supplies,Berlin,Germany,Sarah Saunders,EU,DH-74501,"Wednesday, March 22, 2023",2023,GE-2023-368397,Medium,OFF-ST-893028,Wide almost window.,West,26714,Home Office,"Saturday, April 01, 2023",Standard Class,Berlin,Storage,0.13,55.3505,4,398.2579,39.83,2023-03-22,0,453.6084,453.6084,453.6084,453.6084,398
Furniture,Mexico City,Mexico,Erin Foster,LATAM,ZT-47657,"Monday, July 10, 2023",2023,ME-2023-430564,High,FUR-BO-480780,Man thought bar different trial.,Central,28978,Home Office,"Wednesday, July 19, 2023",Standard Class,Mexico City,Bookcases,0.02,107.8831,2,317.7607,31.78,2023-07-10,0,425.6438,425.6438,425.6438,425.6438,317
Technology,Rio de Janeiro,Brazil,Donald Mclaughlin,LATAM,TE-66002,"Thursday, July 11, 2024",2024,BR-2024-311181,Low,TEC-MA-426662,Provide such finally.,South,35610,Consumer,"Wednesday, July 17, 2024",Standard Class,Rio de Janeiro,Machines,0.07,-44.8206,10,178.1525,17.82,2024-07-11,0,133.33190000000002,133.33190000000002,133.33190000000002,133.33190000000002,178
Technology,Tokyo,Japan,Suzanne West,APAC,VJ-21233,"Thursday, April 18, 2024",2024,JA-2024-441390,High,TEC-MA-720570,Step relationship weight citizen.,North Asia,18066,Consumer,"Sunday, April 28, 2024",Second Class,Tokyo,Machines,0.2,113.9724,9,542.1777,54.22,2024-04-18,0,656.1501,656.1501,656.1501,656.1501,542
Technology,São Paulo,Brazil,Christopher Pineda,LATAM,YS-79175,"Wednesday, November 09, 2022",2022,BR-2022-655137,High,TEC-AC-254220,Those sea west current.,South,44764,Corporate,"Saturday, November 12, 2022",Same Day,São Paulo,Accessories,0.08,30.4405,3,548.0114,54.8,2022-11-09,0,578.4519,578.4519,578.4519,578.4519,548
Furniture,Melbourne,Australia,Michelle Wright,APAC,ZQ-96370,"Tuesday, May 03, 2022",2022,AU-2022-106448,High,FUR-FU-474512,Significant above main any practice.,Oceania,27590,Home Office,"Tuesday, May 10, 2022",Standard Class,Victoria,Furnishings,0.21,379.8457,9,1149.999,115.0,2022-05-03,0,1529.8447,1529.8447,1529.8447,1529.8447,1149
Technology,Munich,Germany,Stephanie Lewis,EU,LC-28617,"Monday, October 17, 2022",2022,GE-2022-613302,Medium,TEC-MA-327881,Itself world finally.,West,36233,Corporate,"Saturday, October 22, 2022",Same Day,Bavaria,Machines,0.31,-251.1674,4,529.0239,52.9,2022-10-17,0,277.85650000000004,277.85650000000004,277.85650000000004,277.85650000000004,529
Furniture,New York City,United States,Holly Parker,USCA,EM-10009,"Thursday, December 07, 2023",2023,UN-2023-284804,Critical,FUR-CH-865951,Table short.,East,39276,Corporate,"Saturday, December 09, 2023",Standard Class,New York,Chairs,0.29,-24.5843,5,196.471,19.65,2023-12-07,0,171.88670000000002,171.88670000000002,171.88670000000002,171.88670000000002,196
Office Supplies,Manchester,United Kingdom,Lisa Meyer,EU,AF-53714,"Tuesday, August 29, 2023",2023,UN-2023-770507,Low,OFF-AP-144665,Computer push.,North,28410,Consumer,"Sunday, September 03, 2023",Second Class,England,Appliances,0.28,-84.0198,7,786.7544,78.68,2023-08-29,0,702.7346,702.7346,702.7346,702.7346,786
Furniture,Sydney,Australia,Chelsey Cardenas,APAC,RC-79962,"Wednesday, May 28, 2025",2025,AU-2025-634560,Medium,FUR-FU-778786,New dog cultural.,Oceania,10138,Corporate,"Monday, June 02, 2025",First Class,New South Wales,Furnishings,0.15,-346.1086,10,1226.4308,122.64,2025-05-28,0,880.3222000000001,880.3222000000001,880.3222000000001,880.3222000000001,1226
Furniture,Shanghai,China,Paula Fitzgerald,APAC,YV-44358,"Thursday, October 24, 2024",2024,CH-2024-685997,Critical,FUR-FU-948209,Enter bring space.,North Asia,30250,Consumer,"Sunday, October 27, 2024",First Class,Shanghai,Furnishings,0.09,86.3274,5,768.3358,76.83,2024-10-24,0,854.6632,854.6632,854.6632,854.6632,768
Furniture,San Francisco,United States,Brandi Casey,USCA,AW-43325,"Tuesday, June 24, 2025",2025,UN-2025-228310,Medium,FUR-FU-852903,Glass or everything inside suggest.,West,30769,Home Office,"Wednesday, July 02, 2025",Standard Class,California,Furnishings,0.24,108.9659,8,273.0025,27.3,2025-06-24,0,381.9684,381.9684,381.9684,381.9684,273
Technology,Bogotá,Colombia,Robert Davis,LATAM,OH-23540,"Thursday, November 17, 2022",2022,CO-2022-526905,Low,TEC-AC-152026,Air prepare during those.,South,36793,Home Office,"Friday, November 25, 2022",Standard Class,Bogotá,Accessories,0.31,-35.9532,5,1161.8576,116.19,2022-11-17,0,1125.9044000000001,1125.9044000000001,1125.9044000000001,1125.9044000000001,1161
Technology,Munich,Germany,Maria Pitts,EU,QD-33274,"Wednesday, June 14, 2023",2023,GE-2023-163160,High,TEC-AC-619317,Most write.,West,49925,Home Office,"Monday, June 19, 2023",Same Day,Bavaria,Accessories,0.18,-15.0103,4,110.3175,11.03,2023-06-14,0,95.3072,95.3072,95.3072,95.3072,110
Furniture,San Pedro Sula,Honduras,Emily Smith,LATAM,RU-52611,"Thursday, August 18, 2022",2022,HO-2022-544079,Medium,FUR-FU-258627,Question blood.,Central,39956,Home Office,"Wednesday, August 24, 2022",Second Class,Cortés,Furnishings,0.37,-193.163,1,1361.3735,136.14,2022-08-18,0,1168.2105,1168.2105,1168.2105,1168.2105,1361
Technology,Munich,Germany,Terry Hart,EU,ZE-75078,"Sunday, February 13, 2022",2022,GE-2022-980902,Low,TEC-CO-807751,Project call choice close believe.,West,28852,Consumer,"Monday, February 21, 2022",Standard Class,Bavaria,Copiers,0.02,665.288,2,1355.3436,135.53,2022-02-13,0,2020.6316,2020.6316,2020.6316,2020.6316,1355
Technology,Aurora,United States,Lisa Richardson,USCA,MT-55274,"Saturday, September 09, 2023",2023,UN-2023-237586,Medium,TEC-AC-973228,One condition support hope herself.,Central,10398,Consumer,"Wednesday, September 13, 2023",Second Class,Illinois,Accessories,0.23,-83.42,3,387.6436,38.76,2023-09-09,0,304.2236,304.2236,304.2236,304.2236,387
Technology,Mexico City,Mexico,Theresa Obrien,LATAM,GR-34857,"Monday, January 06, 2025",2025,ME-2025-387596,High,TEC-MA-851358,Name team issue heart.,Central,31827,Home Office,"Tuesday, January 07, 2025",Same Day,Mexico City,Machines,0.08,-200.0567,2,839.137,83.91,2025-01-06,0,639.0803,639.0803,639.0803,639.0803,839
Technology,Beijing,China,Timothy Barr,APAC,TY-62566,"Saturday, April 02, 2022",2022,CH-2022-667339,Low,TEC-CO-510984,Message affect page moment affect.,North Asia,42643,Corporate,"Wednesday, April 06, 2022",First Class,Beijing,Copiers,0.02,-300.8953,3,945.9154,94.59,2022-04-02,0,645.0201,645.0201,645.0201,645.0201,945
Furniture,Manchester,United Kingdom,Jessica Roberts,EU,BJ-69020,"Monday, September 26, 2022",2022,UN-2022-300583,Critical,FUR-BO-917375,Speech hear window.,North,47803,Consumer,"Wednesday, September 28, 2022",Standard Class,England,Bookcases,0.11,288.7685,1,876.0964,87.61,2022-09-26,0,1164.8649,1164.8649,1164.8649,1164.8649,876
Furniture,Bogotá,Colombia,Lindsey Page,LATAM,GE-66399,"Monday, December 05, 2022",2022,CO-2022-435549,Low,FUR-TA-445201,Scientist speak.,South,21724,Corporate,"Wednesday, December 07, 2022",Same Day,Bogotá,Tables,0.29,227.7064,4,571.6071,57.16,2022-12-05,0,799.3135,799.3135,799.3135,799.3135,571
Furniture,London,United Kingdom,Barry Bishop,EU,RC-30451,"Saturday, February 04, 2023",2023,UN-2023-932600,High,FUR-FU-442164,Always painting fear.,North,13518,Consumer,"Saturday, February 11, 2023",Standard Class,England,Furnishings,0.05,256.2431,4,1087.9538,108.8,2023-02-04,0,1344.1969,1344.1969,1344.1969,1344.1969,1087
Office Supplies,Shanghai,China,Patricia Carter,APAC,BA-54541,"Wednesday, December 07, 2022",2022,CH-2022-208237,High,OFF-AP-226548,Matter reality reveal matter.,North Asia,19906,Consumer,"Saturday, December 10, 2022",Second Class,Shanghai,Appliances,0.24,408.8088,5,1420.7259,142.07,2022-12-07,0,1829.5347,1829.5347,1829.5347,1829.5347,1420
Technology,Tokyo,Japan,Robin Fisher,APAC,OD-48735,"Friday, February 11, 2022",2022,JA-2022-378555,High,TEC-MA-745292,Name several.,North Asia,48154,Corporate,"Thursday, February 17, 2022",Second Class,Tokyo,Machines,0.2,-199.49,7,1492.2938,149.23,2022-02-11,0,1292.8038,1292.8038,1292.8038,1292.8038,1492
Technology,New York City,United States,Faith King,USCA,CD-39665,"Saturday, March 23, 2024",2024,UN-2024-329088,Critical,TEC-PH-576803,Large wonder.,East,49375,Consumer,"Friday, March 29, 2024",First Class,New York,Phones,0.29,-7.9548,10,121.0155,12.1,2024-03-23,0,113.0607,113.0607,113.0607,113.0607,121
